"=""Статистика недоступности электронных сервисов""";

"=""Выберите узел СМЭВ""";"=""Федеральный уровень""";
"=""Выберите поставщика сервиса""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";
"=""Выберите информационные системы""";"=""(RRTR01) Информационная система Росреестра,(RRTR02) Информационные системы Росреестра""";
"=""Выберите сервисы""";"(SID0003564) Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде,(SID0003187) Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде";
"=""Выберите период формирования отчета с""";"=""01.01.2013 00:00:00""";
"=""по""";"=""28.02.2013 00:00:00""";
"=""Время генерации отчета""";"=""01.03.2013 14:01:07""";

"=""Идентификатор сервиса""";"=""Сервис""";"=""Общее время недоступности""";"=""Процент недоступности""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""30.01.2013 02:10:47""";"=""30.01.2013 02:14:46""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""30.01.2013 07:55:50""";"=""30.01.2013 08:04:49""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""30.01.2013 15:15:50""";"=""30.01.2013 15:19:58""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""31.01.2013 08:15:52""";"=""31.01.2013 08:19:51""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""31.01.2013 13:45:53""";"=""31.01.2013 13:54:52""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""31.01.2013 16:04:53""";"=""31.01.2013 16:09:52""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""01.02.2013 12:29:57""";"=""01.02.2013 12:34:56""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""01.02.2013 18:04:57""";"=""01.02.2013 18:10:01""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""02.02.2013 02:34:58""";"=""02.02.2013 02:39:57""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""02.02.2013 12:05:14""";"=""02.02.2013 12:09:58""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""02.02.2013 12:35:14""";"=""02.02.2013 12:44:58""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""03.02.2013 08:41:01""";"=""03.02.2013 08:45:00""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""03.02.2013 09:46:01""";"=""03.02.2013 09:55:01""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""03.02.2013 13:16:02""";"=""03.02.2013 13:25:01""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""03.02.2013 15:11:02""";"=""03.02.2013 15:25:01""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""04.02.2013 00:21:05""";"=""04.02.2013 00:30:04""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""04.02.2013 08:25:21""";"=""04.02.2013 08:30:05""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""04.02.2013 09:45:06""";"=""04.02.2013 09:50:07""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""04.02.2013 09:56:06""";"=""04.02.2013 10:00:05""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""05.02.2013 11:46:08""";"=""05.02.2013 11:50:08""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""05.02.2013 12:51:09""";"=""05.02.2013 12:55:08""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""05.02.2013 13:26:09""";"=""05.02.2013 13:30:08""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""05.02.2013 13:46:09""";"=""05.02.2013 13:50:08""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""05.02.2013 18:11:09""";"=""05.02.2013 18:15:08""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""05.02.2013 18:41:09""";"=""05.02.2013 18:45:08""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""05.02.2013 18:51:09""";"=""05.02.2013 18:55:08""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""05.02.2013 19:01:09""";"=""05.02.2013 19:25:08""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""05.02.2013 19:31:09""";"=""05.02.2013 19:40:08""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""05.02.2013 19:46:09""";"=""05.02.2013 19:55:08""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""05.02.2013 23:31:10""";"=""05.02.2013 23:35:09""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""06.02.2013 02:26:12""";"=""06.02.2013 02:30:11""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""06.02.2013 05:41:12""";"=""06.02.2013 05:45:11""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""06.02.2013 05:55:12""";"=""06.02.2013 06:15:11""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""06.02.2013 08:21:12""";"=""06.02.2013 08:25:11""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""06.02.2013 08:30:35""";"=""06.02.2013 08:50:11""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""06.02.2013 18:10:13""";"=""06.02.2013 18:15:12""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""06.02.2013 20:50:14""";"=""06.02.2013 20:55:13""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""07.02.2013 12:25:15""";"=""07.02.2013 12:30:14""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""08.02.2013 02:21:17""";"=""08.02.2013 02:25:16""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""08.02.2013 06:06:17""";"=""08.02.2013 06:10:16""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""08.02.2013 07:31:19""";"=""08.02.2013 07:35:18""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""08.02.2013 08:16:19""";"=""08.02.2013 08:20:18""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""08.02.2013 13:41:20""";"=""08.02.2013 13:50:19""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""08.02.2013 15:26:20""";"=""08.02.2013 15:30:19""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""08.02.2013 18:11:20""";"=""08.02.2013 18:15:19""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""08.02.2013 20:26:21""";"=""08.02.2013 20:30:19""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""08.02.2013 20:41:20""";"=""08.02.2013 20:45:20""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""09.02.2013 08:11:22""";"=""09.02.2013 08:15:21""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""09.02.2013 19:41:23""";"=""09.02.2013 19:45:22""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""09.02.2013 20:56:23""";"=""09.02.2013 21:00:22""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""10.02.2013 08:05:24""";"=""10.02.2013 08:10:23""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""10.02.2013 14:41:27""";"=""10.02.2013 14:45:26""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""10.02.2013 16:11:27""";"=""10.02.2013 16:15:26""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""10.02.2013 16:26:27""";"=""10.02.2013 16:30:26""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""11.02.2013 05:36:28""";"=""11.02.2013 05:40:27""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""11.02.2013 10:05:29""";"=""11.02.2013 10:10:28""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""12.02.2013 02:21:30""";"=""12.02.2013 02:25:29""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""12.02.2013 07:26:31""";"=""12.02.2013 07:30:30""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""12.02.2013 08:55:31""";"=""12.02.2013 09:00:30""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""12.02.2013 09:31:31""";"=""12.02.2013 09:35:30""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""12.02.2013 16:01:32""";"=""12.02.2013 16:06:14""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""12.02.2013 16:36:32""";"=""12.02.2013 16:40:31""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""12.02.2013 17:26:32""";"=""12.02.2013 17:35:31""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""12.02.2013 18:15:32""";"=""12.02.2013 18:20:31""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""12.02.2013 18:26:32""";"=""12.02.2013 18:35:31""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""12.02.2013 21:17:30""";"=""12.02.2013 21:20:38""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""12.02.2013 23:56:34""";"=""13.02.2013 00:00:35""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""13.02.2013 02:21:35""";"=""13.02.2013 02:25:34""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""13.02.2013 04:01:35""";"=""13.02.2013 04:05:34""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""14.02.2013 06:30:38""";"=""14.02.2013 06:35:37""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""15.02.2013 00:01:39""";"=""15.02.2013 00:05:38""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""15.02.2013 14:15:43""";"=""15.02.2013 14:20:42""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""15.02.2013 20:20:44""";"=""15.02.2013 20:25:42""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""16.02.2013 00:36:44""";"=""16.02.2013 00:45:43""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""16.02.2013 12:16:45""";"=""16.02.2013 12:25:44""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""16.02.2013 14:41:45""";"=""16.02.2013 14:50:44""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""16.02.2013 15:46:45""";"=""16.02.2013 15:50:44""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""16.02.2013 16:51:45""";"=""16.02.2013 17:00:44""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""17.02.2013 03:35:46""";"=""17.02.2013 03:40:46""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""17.02.2013 07:00:47""";"=""17.02.2013 07:05:46""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""17.02.2013 08:56:47""";"=""17.02.2013 09:00:46""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""17.02.2013 10:01:47""";"=""17.02.2013 10:05:46""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""17.02.2013 12:05:47""";"=""17.02.2013 12:10:46""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""18.02.2013 07:31:51""";"=""18.02.2013 07:35:50""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""18.02.2013 09:51:00""";"=""18.02.2013 09:55:51""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""18.02.2013 10:56:52""";"=""18.02.2013 11:05:51""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""18.02.2013 14:01:52""";"=""18.02.2013 14:05:51""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""18.02.2013 16:46:52""";"=""18.02.2013 16:50:51""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""19.02.2013 02:21:53""";"=""19.02.2013 02:30:52""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""19.02.2013 09:56:54""";"=""19.02.2013 10:00:53""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""19.02.2013 13:36:54""";"=""19.02.2013 13:40:53""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""19.02.2013 15:11:54""";"=""19.02.2013 15:15:53""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""19.02.2013 16:51:55""";"=""19.02.2013 16:55:54""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""19.02.2013 17:10:55""";"=""19.02.2013 17:15:54""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""19.02.2013 17:55:55""";"=""19.02.2013 18:00:54""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""20.02.2013 12:26:58""";"=""20.02.2013 12:30:57""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""20.02.2013 13:41:59""";"=""20.02.2013 13:45:58""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""20.02.2013 15:15:59""";"=""20.02.2013 15:20:58""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""20.02.2013 15:41:59""";"=""20.02.2013 15:45:58""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""20.02.2013 22:37:00""";"=""20.02.2013 22:45:59""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""21.02.2013 13:27:01""";"=""21.02.2013 13:31:00""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""21.02.2013 16:27:10""";"=""21.02.2013 16:36:03""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""21.02.2013 23:01:38""";"=""22.02.2013 00:51:15""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""22.02.2013 00:57:02""";"=""22.02.2013 01:01:01""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""22.02.2013 02:25:03""";"=""22.02.2013 02:33:58""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""22.02.2013 06:59:59""";"=""22.02.2013 07:03:58""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""22.02.2013 08:09:59""";"=""22.02.2013 08:13:58""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""22.02.2013 10:26:14""";"=""22.02.2013 10:58:59""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""22.02.2013 18:30:00""";"=""22.02.2013 18:39:43""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""22.02.2013 21:15:01""";"=""22.02.2013 21:19:04""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""23.02.2013 00:25:01""";"=""23.02.2013 00:29:00""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""23.02.2013 02:25:01""";"=""23.02.2013 02:34:00""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""23.02.2013 02:40:01""";"=""23.02.2013 02:44:00""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""23.02.2013 07:49:02""";"=""23.02.2013 12:34:01""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""24.02.2013 00:25:04""";"=""24.02.2013 00:29:03""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""24.02.2013 09:45:05""";"=""24.02.2013 09:49:16""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""24.02.2013 12:30:05""";"=""24.02.2013 12:34:04""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""24.02.2013 14:55:06""";"=""24.02.2013 14:59:05""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""24.02.2013 15:55:06""";"=""24.02.2013 15:59:05""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""24.02.2013 16:40:06""";"=""24.02.2013 16:49:05""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""24.02.2013 17:20:06""";"=""24.02.2013 17:24:05""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""24.02.2013 18:15:06""";"=""24.02.2013 18:19:05""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""24.02.2013 19:10:06""";"=""24.02.2013 19:19:05""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""24.02.2013 22:35:06""";"=""24.02.2013 22:39:05""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""25.02.2013 04:40:07""";"=""25.02.2013 04:44:06""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""25.02.2013 05:40:07""";"=""25.02.2013 05:44:06""";"=""""";
"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""25.02.2013 06:40:07""";"=""25.02.2013 06:44:06""";"=""""";
